age,workclass,native_country,marital_status,education_num,occupation,race,hours_per_week,income_bracket,dataframe
26, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,evaluation
70, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,20, <=50K,training
41, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,60, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,45, <=50K,training
63, Private, United-States, Married-civ-spouse,9, Adm-clerical, Black,40, <=50K,training
33, Federal-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
49, State-gov, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, >50K,training
35, State-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
52, Private, El-Salvador, Married-civ-spouse,9, Craft-repair, White,45, >50K,training
53, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
47, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, >50K,training
51, Private, United-States, Married-civ-spouse,9, Transport-moving, Black,40, <=50K,training
52, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, >50K,training
53, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, >50K,training
41, Private, Taiwan, Married-civ-spouse,9, Craft-repair, Asian-Pac-Islander,40, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Sales, White,50, <=50K,training
53, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
47, Self-emp-inc, Germany, Married-civ-spouse,9, Prof-specialty, White,38, <=50K,training
23, Private, ?, Married-civ-spouse,9, Handlers-cleaners, Black,40, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,35, >50K,prediction
25, Local-gov, United-States, Married-civ-spouse,9, Craft-repair, White,38, <=50K,training
39, Private, ?, Married-civ-spouse,9, Sales, Asian-Pac-Islander,26, <=50K,training
67, ?, United-States, Married-civ-spouse,9, ?, Black,20, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Adm-clerical, Black,40, <=50K,evaluation
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,48, >50K,training
26, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, >50K,training
26, Private, United-States, Married-civ-spouse,9, Other-service, White,50, <=50K,evaluation
38, Private, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,training
51, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, >50K,training
48, Private, United-States, Married-civ-spouse,9, Craft-repair, White,42, >50K,training
41, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,prediction
35, State-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,prediction
29, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,45, <=50K,training
30, Private, Vietnam, Married-civ-spouse,9, Machine-op-inspct, Asian-Pac-Islander,40, >50K,prediction
35, Private, United-States, Married-civ-spouse,9, Craft-repair, White,42, <=50K,training
36, State-gov, United-States, Married-civ-spouse,9, Exec-managerial, White,60, >50K,evaluation
49, Private, United-States, Married-civ-spouse,9, Farming-fishing, White,25, <=50K,training
63, ?, United-States, Married-civ-spouse,9, ?, White,40, >50K,prediction
36, Private, United-States, Married-civ-spouse,9, Craft-repair, Black,35, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Craft-repair, White,60, >50K,training
57, Self-emp-inc, Hungary, Married-civ-spouse,9, Transport-moving, White,60, >50K,training
47, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,56, >50K,prediction
42, Local-gov, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
45, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,prediction
57, Federal-gov, United-States, Married-civ-spouse,9, Craft-repair, Black,40, >50K,training
29, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, <=50K,training
49, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
35, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,evaluation
55, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,prediction
32, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,45, <=50K,training
42, Local-gov, El-Salvador, Married-civ-spouse,9, Farming-fishing, White,40, <=50K,training
48, Self-emp-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,40, >50K,training
46, Private, United-States, Married-civ-spouse,9, Craft-repair, White,60, <=50K,training
36, Local-gov, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
34, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
43, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
23, Private, United-States, Married-civ-spouse,9, Sales, White,45, <=50K,training
33, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
56, Private, United-States, Married-civ-spouse,9, Transport-moving, White,45, >50K,training
37, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,prediction
41, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,38, <=50K,training
38, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,70, >50K,prediction
53, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Tech-support, White,40, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,45, <=50K,training
41, Self-emp-not-inc, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,training
49, Private, United-States, Married-civ-spouse,9, Protective-serv, White,40, >50K,training
61, Private, United-States, Married-civ-spouse,9, Tech-support, White,40, >50K,training
26, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,48, <=50K,training
61, Self-emp-not-inc, United-States, Married-civ-spouse,9, Other-service, Black,12, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,45, <=50K,training
39, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,16, <=50K,evaluation
48, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,40, >50K,training
56, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
26, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,45, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,44, >50K,training
36, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
40, Private, Trinadad&Tobago, Married-civ-spouse,9, Transport-moving, Asian-Pac-Islander,60, <=50K,training
30, State-gov, United-States, Married-civ-spouse,9, Protective-serv, White,40, >50K,training
52, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
26, Self-emp-not-inc, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
52, Private, United-States, Married-civ-spouse,9, Sales, Black,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Transport-moving, White,55, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,evaluation
40, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
64, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,45, >50K,training
50, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,48, <=50K,training
41, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,evaluation
45, State-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Transport-moving, Black,40, <=50K,training
50, State-gov, United-States, Married-civ-spouse,9, Protective-serv, White,40, <=50K,evaluation
34, Private, United-States, Married-civ-spouse,9, Craft-repair, White,55, >50K,training
31, Local-gov, United-States, Married-civ-spouse,9, Protective-serv, White,40, >50K,prediction
49, Federal-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,prediction
61, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
51, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,40, >50K,training
31, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
32, Self-emp-not-inc, United-States, Married-civ-spouse,9, Transport-moving, White,48, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Other-service, Other,40, <=50K,training
61, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
54, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
51, Private, United-States, Married-civ-spouse,9, Craft-repair, White,20, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,prediction
35, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,40, <=50K,prediction
52, Federal-gov, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, >50K,prediction
20, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
59, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,20, <=50K,evaluation
42, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
46, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, >50K,training
55, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,60, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,50, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,96, <=50K,training
53, Private, United-States, Married-civ-spouse,9, Transport-moving, White,60, >50K,training
36, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,50, >50K,training
56, Self-emp-inc, United-States, Married-civ-spouse,9, Sales, White,40, >50K,prediction
29, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, Black,40, <=50K,training
67, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,55, <=50K,training
33, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,training
32, Self-emp-inc, United-States, Married-civ-spouse,9, Sales, White,50, <=50K,training
52, Private, Columbia, Married-civ-spouse,9, Machine-op-inspct, Other,40, <=50K,training
61, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,50, <=50K,training
24, Private, United-States, Married-civ-spouse,9, Farming-fishing, White,60, <=50K,training
34, Private, United-States, Married-civ-spouse,9, Sales, White,60, <=50K,training
39, ?, United-States, Married-civ-spouse,9, ?, Black,40, <=50K,training
49, Private, United-States, Married-civ-spouse,9, Other-service, Black,40, <=50K,evaluation
30, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,50, <=50K,prediction
34, Private, United-States, Married-civ-spouse,9, Sales, White,70, <=50K,training
42, Private, United-States, Married-civ-spouse,9, Craft-repair, White,55, <=50K,training
52, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, >50K,training
60, ?, United-States, Married-civ-spouse,9, ?, White,40, <=50K,training
57, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, >50K,training
24, Private, United-States, Married-civ-spouse,9, Sales, White,48, <=50K,evaluation
31, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,55, >50K,training
34, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Craft-repair, White,35, <=50K,training
36, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,35, <=50K,training
72, Without-pay, United-States, Married-civ-spouse,9, Other-service, White,55, <=50K,training
44, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,60, >50K,training
30, Private, United-States, Married-civ-spouse,9, Transport-moving, White,45, <=50K,evaluation
50, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,40, >50K,training
37, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, <=50K,training
46, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,35, <=50K,training
33, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,evaluation
37, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,evaluation
53, Federal-gov, United-States, Married-civ-spouse,9, Transport-moving, White,50, <=50K,training
59, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
61, ?, United-States, Married-civ-spouse,9, ?, White,40, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Other-service, White,43, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, >50K,training
42, Private, United-States, Married-civ-spouse,9, Transport-moving, White,45, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
51, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
51, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,52, <=50K,training
52, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
27, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
55, Federal-gov, United-States, Married-civ-spouse,9, Tech-support, White,40, >50K,training
43, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
61, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, >50K,training
28, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,prediction
34, Private, Germany, Married-civ-spouse,9, Craft-repair, White,40, <=50K,evaluation
37, Self-emp-not-inc, United-States, Married-civ-spouse,9, Prof-specialty, White,30, <=50K,training
46, Private, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,training
40, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,55, <=50K,evaluation
20, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, >50K,prediction
32, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
38, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
37, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,prediction
25, Private, United-States, Married-civ-spouse,9, Sales, Other,50, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Sales, White,40, >50K,training
31, Private, United-States, Married-civ-spouse,9, Transport-moving, White,50, >50K,training
34, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,50, <=50K,training
34, Self-emp-inc, United-States, Married-civ-spouse,9, Adm-clerical, White,45, <=50K,training
44, Private, United-States, Married-civ-spouse,9, Sales, White,40, >50K,training
29, Private, United-States, Married-civ-spouse,9, Transport-moving, White,60, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,evaluation
49, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Transport-moving, White,50, <=50K,training
39, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,40, <=50K,training
38, Private, Mexico, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,evaluation
34, Private, United-States, Married-civ-spouse,9, Craft-repair, White,48, >50K,prediction
45, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,45, <=50K,evaluation
35, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,50, <=50K,training
38, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
47, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,24, <=50K,training
41, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
64, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
27, Local-gov, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
37, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,50, >50K,evaluation
72, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,40, <=50K,training
64, Self-emp-not-inc, Italy, Married-civ-spouse,9, Craft-repair, White,24, <=50K,evaluation
51, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,40, <=50K,training
53, Self-emp-inc, United-States, Married-civ-spouse,9, Craft-repair, White,45, >50K,training
28, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,50, >50K,training
43, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
45, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,50, >50K,training
29, Private, United-States, Married-civ-spouse,9, Craft-repair, Amer-Indian-Eskimo,40, <=50K,training
49, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
41, Private, United-States, Married-civ-spouse,9, Adm-clerical, Black,45, <=50K,training
57, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,48, >50K,prediction
45, Self-emp-not-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,50, <=50K,evaluation
39, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,prediction
38, Private, United-States, Married-civ-spouse,9, Craft-repair, Black,40, <=50K,training
36, ?, United-States, Married-civ-spouse,9, ?, White,40, >50K,training
30, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,44, <=50K,training
43, Private, United-States, Married-civ-spouse,9, Transport-moving, White,50, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, <=50K,training
45, Self-emp-inc, United-States, Married-civ-spouse,9, Sales, White,50, >50K,evaluation
41, Private, United-States, Married-civ-spouse,9, Craft-repair, White,8, <=50K,training
53, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
54, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
58, ?, United-States, Married-civ-spouse,9, ?, White,10, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Transport-moving, White,73, >50K,training
51, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,40, >50K,training
53, Private, United-States, Married-civ-spouse,9, Other-service, Black,40, <=50K,training
24, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,50, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,prediction
35, Local-gov, United-States, Married-civ-spouse,9, Transport-moving, White,45, <=50K,training
31, Local-gov, United-States, Married-civ-spouse,9, Protective-serv, White,40, >50K,training
25, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
27, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
38, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,prediction
57, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,50, >50K,training
35, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
27, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
49, State-gov, Portugal, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
27, Local-gov, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,training
90, Federal-gov, United-States, Married-civ-spouse,9, Craft-repair, White,30, <=50K,training
54, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,evaluation
24, Private, United-States, Married-civ-spouse,9, Craft-repair, White,60, <=50K,training
30, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
49, Private, United-States, Married-civ-spouse,9, Farming-fishing, White,40, <=50K,prediction
32, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
31, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,training
29, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, <=50K,prediction
27, Private, United-States, Married-civ-spouse,9, Sales, White,40, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Transport-moving, White,70, >50K,prediction
48, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,60, >50K,training
26, Local-gov, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
32, Private, United-States, Married-civ-spouse,9, Transport-moving, White,50, <=50K,training
50, State-gov, Puerto-Rico, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,35, <=50K,evaluation
40, Private, United-States, Married-civ-spouse,9, Craft-repair, White,56, <=50K,training
44, Private, United-States, Married-civ-spouse,9, Sales, White,35, >50K,training
33, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, >50K,prediction
46, Local-gov, United-States, Married-civ-spouse,9, Machine-op-inspct, Black,40, <=50K,training
26, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
61, ?, United-States, Married-civ-spouse,9, ?, White,40, >50K,training
55, Federal-gov, United-States, Married-civ-spouse,9, Exec-managerial, White,40, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Other-service, White,42, <=50K,training
49, Private, United-States, Married-civ-spouse,9, Craft-repair, White,46, <=50K,training
54, Private, Greece, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
34, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
51, Private, United-States, Married-civ-spouse,9, Sales, White,45, <=50K,training
27, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,70, <=50K,training
49, ?, United-States, Married-civ-spouse,9, ?, White,40, <=50K,prediction
35, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,60, <=50K,training
53, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,50, <=50K,training
64, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,5, <=50K,prediction
42, Federal-gov, United-States, Married-civ-spouse,9, Adm-clerical, White,48, >50K,training
25, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,prediction
56, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
42, Private, United-States, Married-civ-spouse,9, Tech-support, White,40, >50K,training
80, Self-emp-not-inc, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,training
38, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,60, >50K,training
30, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
62, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,45, >50K,training
52, Private, United-States, Married-civ-spouse,9, Prof-specialty, White,40, >50K,evaluation
74, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,30, >50K,training
25, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,48, <=50K,training
25, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, <=50K,training
44, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
67, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,20, <=50K,training
28, Private, United-States, Married-civ-spouse,9, Transport-moving, White,45, <=50K,training
45, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,48, >50K,training
47, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
40, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,46, <=50K,training
55, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,60, <=50K,training
20, Private, United-States, Married-civ-spouse,9, Adm-clerical, White,60, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
37, Self-emp-not-inc, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
41, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, <=50K,training
53, Private, United-States, Married-civ-spouse,9, Sales, White,60, >50K,training
37, Self-emp-not-inc, Cuba, Married-civ-spouse,9, Transport-moving, White,45, >50K,training
41, Self-emp-not-inc, Mexico, Married-civ-spouse,9, Exec-managerial, White,45, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, >50K,training
46, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,70, <=50K,training
55, ?, United-States, Married-civ-spouse,9, ?, White,50, >50K,training
51, State-gov, United-States, Married-civ-spouse,9, Craft-repair, White,56, >50K,training
52, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
50, Private, United-States, Married-civ-spouse,9, Transport-moving, White,40, >50K,training
37, ?, United-States, Married-civ-spouse,9, ?, White,55, <=50K,training
49, Self-emp-inc, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,prediction
48, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,evaluation
33, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
46, Private, Cambodia, Married-civ-spouse,9, Machine-op-inspct, Asian-Pac-Islander,40, >50K,training
28, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, <=50K,training
27, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,prediction
27, Local-gov, United-States, Married-civ-spouse,9, Exec-managerial, White,80, >50K,prediction
38, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,prediction
40, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,40, <=50K,training
46, Private, United-States, Married-civ-spouse,9, Other-service, White,40, <=50K,training
36, Private, United-States, Married-civ-spouse,9, Craft-repair, White,52, <=50K,training
37, Private, United-States, Married-civ-spouse,9, Handlers-cleaners, White,40, >50K,prediction
45, Self-emp-not-inc, United-States, Married-civ-spouse,9, Craft-repair, White,60, <=50K,training
60, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,evaluation
38, Private, United-States, Married-civ-spouse,9, Craft-repair, Black,48, <=50K,evaluation
36, Private, United-States, Married-civ-spouse,9, Craft-repair, White,45, <=50K,training
36, ?, United-States, Married-civ-spouse,9, ?, White,40, <=50K,training
47, Private, United-States, Married-civ-spouse,9, Sales, White,55, >50K,training
28, Private, United-States, Married-civ-spouse,9, Sales, White,50, <=50K,training
64, Self-emp-not-inc, United-States, Married-civ-spouse,9, Sales, White,15, >50K,training
41, Self-emp-inc, United-States, Married-civ-spouse,9, Craft-repair, White,50, <=50K,training
47, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, <=50K,training
40, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,70, >50K,training
50, Private, United-States, Married-civ-spouse,9, Exec-managerial, White,40, >50K,training
38, Private, United-States, Married-civ-spouse,9, Machine-op-inspct, White,48, >50K,training
67, Without-pay, Philippines, Married-civ-spouse,9, Adm-clerical, Asian-Pac-Islander,12, <=50K,training
35, Private, United-States, Married-civ-spouse,9, Transport-moving, White,30, <=50K,prediction
75, Self-emp-not-inc, United-States, Married-civ-spouse,9, Farming-fishing, White,30, <=50K,training
39, Private, United-States, Married-civ-spouse,9, Craft-repair, White,40, >50K,training
41, Private, United-States, Married-civ-spouse,9, Craft-repair, White,38, >50K,training
42, Private, United-States, Married-civ-spouse,9, Sales, White,60, >50K,training
